"user","ideology"
"PHGunny05",NA
"philaburb","-1.75068607125217"
"Philasunnews","-1.88079360815125"
"PhilipNHouston","-2.32634787404084"
"philipvasquez55",NA
"PhilipzMendoza",NA
"PhillieFan215","0.772193214188685"
"PHILLIPH8SU","1.47579102817917"
"PhillyTurtleGuy","-2.32634787404084"
"PhilMarshallLA","0.0501535834647337"
"philosophyandpi",NA
"phirehero",NA
"PHLeoPen","1.75068607125217"
"phlthy01","-0.674489750196082"
"phobus3000","-1.75068607125217"
"PhoeBillionaire",NA
"Phoreal2live",NA
"phtevenwheatley","-0.612812991016627"
"PhvckYoTweets",NA
"PhyMedHG","0.467698799114508"
"Piacere","-1.88079360815125"
"PiacereSC",NA
"piamontemiami",NA
"PIayoffMahomes",NA
"Pichu2Gaming",NA
"PicoDeGuapa",NA
"piepdx","-2.32634787404084"
"pierceout","-0.524400512708041"
"PikeSchools","0.412463129441405"
"pilotmike5","1.34075503369022"
"PineapplePassp1",NA
"pinita47",NA
"Pink_Tsubasa",NA
"pinkpandaink",NA
"PinkSiifu",NA
"PinkSpag_Angie",NA
"pinkypatchy04","-2.05374891063182"
"PinonAlyssa",NA
"pinup_sunshine",NA
"Piolinchingon",NA
"PiperMcCracken","0.738846849185214"
"PipeUpKAM5",NA
"PiscinaMuerto",NA
"Piskorz_","1.22652812003661"
"PistocchiRich",NA
"PittGeriMed","0.553384719555673"
"pitufo_pambol",NA
"pixelnpencilco",NA
"PixylWorld",NA
"piyanderr",NA
"pizzazomb",NA
"PJ_Lee","0.915365087842814"
"pjcND23","1.55477359459685"
"pjizzl3",NA
"PJordan_FL","-2.32634787404084"
"pjsaturday63",NA
"PJWood","-1.1263911290388"
"PJxUnruly",NA
"pkcampsen","-1.55477359459685"
"pkdigimarketing","-2.05374891063182"
"pkmntrnrsilver",NA
"plainviewsue",NA
"PlaneKicks","0.643345405392917"
"Plankfan","1.1263911290388"
"Plantdaddyyy",NA
"Plaster_Harris","1.88079360815125"
"plasticlipsstic",NA
"platinumblond19",NA
"plattervol","1.64485362695147"
"playboipauli",NA
"PlaylistNChill_",NA
"plivo",NA
"pMarkWMU","1.40507156030963"
"PMatatics",NA
"pocryphal","-0.439913165673234"
"PodBachelor",NA
"PodMother","0.877896295051229"
"poehlers","-2.32634787404084"
"poetatoeboi","-2.05374891063182"
"PoeticStroke",NA
"poetryslover","-2.32634787404084"
"PointGod2386",NA
"pojbox","-1.75068607125217"
"pokismash",NA
"polishangel2003","1.47579102817917"
"polishrebellion","1.22652812003661"
"Political_Disco","1.55477359459685"
"PolstonElijah","1.47579102817917"
"poly801","0.553384719555673"
"polymash",NA
"PonyLinx",NA
"pookadooks26",NA
"poplets20",NA
"poppenheimer24",NA
"poppupwriter","-2.05374891063182"
"poprocksandCola","-2.32634787404084"
"PopularDroid",NA
"PornFinger","0.954165253146195"
"Portagy","1.47579102817917"
"portentint","-0.412463129441405"
"Portilho",NA
"portilloraymund",NA
"PortsChamber",NA
"PoshmarkLynn",NA
"Postman913",NA
"PotLikkah",NA
"Power1021",NA
"powerofpain","1.22652812003661"
"powls","0.643345405392917"
"poznans7","1.40507156030963"
"ppeennyyx",NA
"PPost_twt",NA
"Pr1nc3ssButtrcp","-0.954165253146194"
"practigalblog",NA
"pratiwindyam",NA
"praxeom",NA
"Preachhh",NA
"PreciadoLupe","-1.34075503369022"
"Predmaeden",NA
"preinsko","-1.17498679206609"
"PrenticeAlvin","1.47579102817917"
"PRESCharlestown",NA
"PressBoxOnline",NA
"Preston","1.34075503369022"
"preston4tw","-1.64485362695147"
"PrestonElem18",NA
"Pretty_Resa_",NA
"prettyasamber","-2.32634787404084"
"prettyboybeats","0.553384719555673"
"prettyco_",NA
"prettyguurrl_",NA
"PrettyKari_",NA
"PRGman","1.2815515655446"
"Pride_Babii",NA
"PrietoJaz15","0.772193214188685"
"priincessssa_24",NA
"Prime_Time_Jack",NA
"primeclikz",NA
"PRIMESpeculator",NA
"PrinceChaseIII",NA
"PrinceeAumeri",NA
"PrinceKyleRiver",NA
"PrincessLily666",NA
"princessMayabug",NA
"princesssdessss",NA
"PrincesssDiana4",NA
"PrincipalBR","1.55477359459685"
"principalCHS16","-0.706302562840088"
"pris_xxa",NA
"pristinebreath",NA
"pritchard2324","-1.1263911290388"
"prittyeyes525","-2.32634787404084"
"Process_Central",NA
"procharger6769",NA
"prodchristophr",NA
"ProdoSuggest",NA
"ProducedByZooT",NA
"ProducerGino",NA
"productboard",NA
"proextensionist",NA
"ProfessorFrenzy","-2.32634787404084"
"proff1776","1.2815515655446"
"ProfREWjr","-1.88079360815125"
"ProgRockBrony","1.55477359459685"
"project_dickey",NA
"ProLifeAction","1.47579102817917"
"ProTEZTS",NA
"prrrrrrrrrrrrim",NA
"PRsKey","0.305480788099397"
"PRSSASacState",NA
"PSchneider_IAS","1.47579102817917"
"PSchurman","-2.32634787404084"
"PSHSHoops",NA
"PSHSMensSoccer",NA
"Pt0717__",NA
"PtmSupport",NA
"publicpolicyumb","-1.1263911290388"
"PugSteven","1.22652812003661"
"pulkit97agarwal","0"
"pumpkin3025",NA
"PunchinTwits","0.524400512708041"
"PunkinDawn","-1.88079360815125"
"PunLoken","1.22652812003661"
"puols","0.915365087842814"
"PupilofSociety","1.22652812003661"
"puregear","0.706302562840088"
"purejamesgrant","1.08031934081496"
"purple_shellz",NA
"PurpleLaces24",NA
"PurposeDrivenSC","1.03643338949379"
"PurposelyAwake_","0.738846849185214"
"putihuynh",NA
"pvo_steeze",NA
"PVPERREVLMS",NA
"pwincesspaigee","0"
"Pxxzy",NA
"pyetroz",NA
"Q_Oajj",NA
"Q2ll29",NA
"QB_Math",NA
"qballjeff","1.55477359459685"
"qhsathletics172",NA
"qos_lover",NA
"Qsand_",NA
"qt_mayaaa",NA
"Queen_K____",NA
"Queen_Liz19",NA
"Queen_Squonk","0.706302562840088"
"queen_tyann",NA
"queenB_MsLady",NA
"QueenBGentry",NA
"queenbryar",NA
"QueenJackJack",NA
"Queenmomma_01",NA
"queennelyy",NA
"queennshaayy",NA
"queenvdej",NA
"queenxgigixrose",NA
"queergayze","-2.32634787404084"
"quefrankie","1.47579102817917"
"QuesoCabezaFarm",NA
"Quindo_Hoe",NA
"quinones_deisha",NA
"QUISETHAGOAT",NA
"quixotic_cw",NA
"qveen_haley02",NA
"R_Plaut",NA
"R0undie",NA
"r22_j22",NA
"r8ZR3sYM82sIcX6",NA
"RAAD_D18",NA
"Raaecruz",NA
"rababfaiz",NA
"rabbit11comics","-2.32634787404084"
"RabbitohRob","1.22652812003661"
"RACHEELL12","1.22652812003661"
"RachelDCrosby","0.524400512708041"
"rachelmaybe",NA
"rachelwut",NA
"racrats","-1.55477359459685"
"RadecShepard","0.674489750196082"
"RaderMayara",NA
"RadioRoe","0.643345405392917"
"Radiqtion",NA
"radlaurrren",NA
"raee2x",NA
"RaeshonDRealest",NA
"rafa_france",NA
"rafaislit",NA
"RafaSuaFer",NA
"RafeYork",NA
"RafitaOviedo",NA
"rage_meth",NA
"Rahhhhhh__",NA
"rahhmab",NA
"rahlee_t",NA
"rahoi","-1.22652812003661"
"rahul_sailorman",NA
"Raider_lover80",NA
"RaileyBace","-2.32634787404084"
"Rainyskys56","1.22652812003661"
"RaleighSadler","0.954165253146195"
"Ralphies",NA
"ramdj916","-2.05374891063182"
"ramenromanbaby",NA
"RamFenceCompany",NA
"RamireezAlexiss",NA
"ramirez_hannie",NA
"Ramirezkev22",NA
"ramjet70512","-1.1263911290388"
"Ramkou","1.47579102817917"
"RamonRoblesJr","1.75068607125217"
"ramonzelaya_",NA
"RandallBeck18","1.22652812003661"
"randallkjones","0.495850347347453"
"randeez72",NA
"randomlisasf",NA
"RandRpod",NA
"Rangerfan41","-0.0752698620998298"
"rantingthrough",NA
"rantswithfant",NA
"rapdusty",NA
"RaphaelEivots",NA
"raphjames","1.2815515655446"
"RarkingC",NA
"raspbearyart","-1.88079360815125"
"Rational_Vision","1.75068607125217"
"ratmfoo","-1.55477359459685"
"rauhlsdefender",NA
"raul_801",NA
"Rauldeleon13",NA
"Raulllzzzzz",NA
"Raum77983523",NA
"RAVENSNEST2019",NA
"Ravone3",NA
"RawStory","0.80642124701824"
"raxchelltur",NA
"Ray33376960","1.22652812003661"
"rayantalsam77",NA
"rayaschmidt",NA
"rayeaekanem",NA
"RayleneGarot","0.412463129441405"
"rayray93___",NA
"RayRaylemoine",NA
"RayTheAtypical","-2.32634787404084"
"RayTheExtendo",NA
"RayTRobinson","1.22652812003661"
"rayymundo415",NA
"raziraphale","-1.64485362695147"
"RBot0","-2.32634787404084"
"RCalientea",NA
"rcaster",NA
"rckiser","1.1263911290388"
"rdrhoney","-1.34075503369022"
"READER_63","1.22652812003661"
"ReadWriteBlue2","-1.75068607125217"
"reaganbirr",NA
"ReaganRitthaler","1.22652812003661"
"reaIwmadrid",NA
"Real_M_Naughton","1.22652812003661"
"Real_Sleepy",NA
"Realalexortiz1",NA
"realanchorbaby","1.55477359459685"
"realcamstuart","1.22652812003661"
"realdaleteasley",NA
"realdirtydan___",NA
"RealDonClarke",NA
"realejenn","1.03643338949379"
"RealJohnSandor","1.64485362695147"
"RealKyleHail","0.994457883209753"
"RealKyraRose",NA
"reallylukeyou",NA
"REALmaCHEEZmo","1.08031934081496"
"realnbhrucci",NA
"RealNiggaRay",NA
"realoron","1.08031934081496"
"realpat55895628","-1.88079360815125"
"realPitBullDog","1.55477359459685"
"RealSamuelYang1","2.05374891063182"
"realsarahpepper","-0.954165253146194"
"realseanolcott","0.706302562840088"
"realsgtcabahug","1.40507156030963"
"RealTonyBones","-1.40507156030963"
"realtrapkartel",NA
"RealxJai",NA
"realzaeharvey",NA
"reannmedel",NA
"ReauxGon","1.08031934081496"
"RebecaWoods11",NA
"rebecca_dorazio","1.08031934081496"
"RebeccaBrydges",NA
"rebeccacardona_",NA
"rebeccalriggs",NA
"RebeccaSlatkin","-0.331853346436817"
"RebekahFCastro","1.75068607125217"
"RebelArtist",NA
"RebelBookstore",NA
"RebrandRebuild",NA
"RebVilla27","0.524400512708041"
"RecoveryBalance",NA
"RecruitHealthRX",NA
"Red_Riot93",NA
"red8814","-1.88079360815125"
"RedaHudy","-1.88079360815125"
"RedbirdCraig","1.22652812003661"
"RedBirdFan64","1.40507156030963"
"redfoxdood","-2.05374891063182"
"RedHawkCoachC",NA
"RedRaiderFan82",NA
"RedsBrownsCavs",NA
"RedShieldGamer","-2.05374891063182"
"redsonya7469","0.706302562840088"
"RedwaveHoops",NA
"reeahnuh",NA
"reecejh14","1.22652812003661"
"ReeceMacTavish",NA
"reedplumber",NA
"reelnine",NA
"reem000000001",NA
"ReezyF",NA
"refgmedia","0.994457883209753"
"RefineEntTV","0.841621233572914"
"regan_patterson",NA
"regenarphillips","0.706302562840088"
"reginahny","-2.32634787404084"
"reginaldjmg",NA
"regis_alden",NA
"rehabjw",NA
"reillymdavis","1.22652812003661"
"Reina_Monae",NA
"RejekiAnakSoleh",NA
"REL_UVM",NA
"RelaxInSanFran",NA
"RellJefe",NA
"RellWright25",NA
"remarschel","0.772193214188685"
"remaxgreensboro",NA
"remdev109",NA
"remy_4me","1.55477359459685"
"Renee_Auguste","-1.34075503369022"
"renee_roederer","0.358458793251194"
"ReneePriola","-2.32634787404084"
"ReneeWa51747222",NA
"rennystrawberry",NA
"renssimonm",NA
"renzo_benzo97",NA
"RepCarolMiller","1.40507156030963"
"RepJayXiong","-2.32634787404084"
"repkaty",NA
"RescueSpa",NA
"resetbrian","-1.75068607125217"
"RetailCop",NA
"retireedesigner","-0.643345405392917"
"RetroRob11","0.279319034447454"
"RevDarrylBaker","1.47579102817917"
"RevenantWings24","-2.05374891063182"
"Revensings",NA
"ReverendReding","0.553384719555673"
"reverieLOVE",NA
"revetta_sydney",NA
"Revina_519","-0.201893479141851"
"revivadrin",NA
"RevKess","-1.40507156030963"
"revnimshi","-1.03643338949379"
"RexLomax","-1.22652812003661"
"Reyes97Yessica",NA
"ReyOrtiz9",NA
"RezaAli","-0.201893479141851"
"rgfenvgroup","1.1263911290388"
"rhalbmaier","-2.32634787404084"
"Rheynercute",NA
"Rheyw",NA
"RhiannaAdele98","0.553384719555673"
"rhiannonfaithe","1.55477359459685"
"rhoop","1.40507156030963"
"RHSTerriers",NA
"Riatainfernal",NA
"ricartperez","-0.877896295051228"
"RiceBasketball",NA
"RiceThatRuns",NA
"RichardFlinchu3","1.22652812003661"
"RichardLemaire2","-2.32634787404084"
"RichCederberg","1.03643338949379"
"richdecamp","Inf"
"richgirllay",NA
"RichieRich2434","-2.32634787404084"
"RichisonChelsea",NA
"RickA2Z","1.03643338949379"
"Rickgoldschmidt",NA
"RickGrimesSA","1.22652812003661"
"Ricklang1925","-0.706302562840088"
"RickMoore","1.64485362695147"
"RickQ31","-2.05374891063182"
"ricktrbl",NA
"RickyEusebio",NA
"rickytikitavi7",NA
"rickyuno_1",NA
"RickyZambrano4",NA
"ricosuaveeee__",NA
"riddikulus_ray",NA
"rietzlzteir",NA
"rightmost_filly",NA
"rigochavez_",NA
"riknardd",NA
"RileyAugust_","-2.05374891063182"
"RileyIsStrange",NA
"rileymac1999","1.22652812003661"
"rileyyyy0450",NA
"RillaForce",NA
"Rio_Sonora","2.05374891063182"
"rionnneee12",NA
"RIP_JAC",NA
"RipLane","1.22652812003661"
"riri_szn",NA
"risenshadow86","-2.05374891063182"
"risenshine70",NA
"ritaabeee",NA
"RitaGeorge1113","1.22652812003661"
"RitaWainwrigh12",NA
"RivCoWatershed",NA
"River_OaksDent",NA
"RiverviewAutoAZ",NA
"RiVorted","1.22652812003661"
"RiyueSunnyBao","-0.80642124701824"
"Rizeebabe",NA
"rizermonique","1.03643338949379"
"Rjheitz1077","-0.841621233572914"
"rjoconnell",NA
"RK_Stimp",NA
"rkeenz",NA
"RKiracofe4","-2.32634787404084"
"rkplex",NA
"Rlamb3",NA
"Rlawrence118","0.80642124701824"
"RmDragster","1.22652812003661"
"RMFTBURNS","1.08031934081496"
"rmgenson","0.674489750196082"
"rmilner6","1.40507156030963"
"RMS_78",NA
"RNardic","1.08031934081496"
"RNTeslan",NA
"Road2__Riches","-2.05374891063182"
"robbie_w21",NA
"robbiebetza","1.47579102817917"
"robby_barnes","-2.05374891063182"
"robbybradford","1.22652812003661"
"robcardoso14",NA
"robdannenberg",NA
"robertarmigerbi","-0.10043372051147"
"robertgreen500",NA
"RobertmaynardJr",NA
"RobertNichelso1","1.55477359459685"
"RobertRolfeFedd","-2.05374891063182"
"RobertS05702946","-2.05374891063182"
"robertsonestate",NA
"robertssister1","1.40507156030963"
"RobertttPerez","1.22652812003661"
"ROBIN5189","-1.88079360815125"
"RobLindsey5","-2.05374891063182"
"RobquanThomas4",NA
"RobTweed","1.40507156030963"
"robwitwer","1.40507156030963"
"Rochester_NH",NA
"rocigozu",NA
"rocio_fashion",NA
"RockNRollCabbie",NA
"ROCKWELLOFFROAD",NA
"RockyFeller6","1.22652812003661"
"RockyHugMe",NA
"rodjohnson112",NA
"rodneyabrooks",NA
"rodriguezdafne_",NA
"Rodsr11",NA
"RoebuckGlen",NA
"RogerChuello2",NA
"RogerDColby","-1.88079360815125"
"RogerWalterGoo3","0"
"RolandNetsee",NA
"RolandotheGoat",NA
"RoldolfoLeyva",NA
"Roli787","1.40507156030963"
"RollaHSAD",NA
"RollinKarma",NA
"rolo65","1.55477359459685"
"romanskates69",NA
"romel_felipe","-1.88079360815125"
"RomeySavana",NA
"romii_villar",NA
"Romiirom18",NA
"rommaaan_",NA
"romsos13",NA
"ron_sykora","1.34075503369022"
"ron23993043","1.55477359459685"
"Ronald_Clemons",NA
"RonB_UpThere","-1.22652812003661"
"rondollasign",NA
"RonOliveiraPR","0.582841507271216"
"ronquartel","-2.32634787404084"
"RonTonkinHonda",NA
"RoopaMPH","-1.88079360815125"
"RootAdventures","-0.738846849185214"
"rosa_mc_love","-2.05374891063182"
"rosaclaire","-2.05374891063182"
"RosaFarias06",NA
"rosanaarteagaa",NA
"rose_sanctuary",NA
"rosenthal_cindy",NA
"rosesand_guns",NA
"RoseSequoia","-0.201893479141851"
"RoseWrites",NA
"rosexengland",NA
"RossButterfiel6","1.47579102817917"
"rossigotshorted",NA
"rossonmelrose","-1.03643338949379"
"RossShilts","1.2815515655446"
"rotaerCehTirreT","-1.88079360815125"
"rothschild_alex","1.34075503369022"
"rovinghorse","-2.05374891063182"
"RoweItAlong","-2.32634787404084"
"RowellKevin07","0.841621233572914"
"RowlandG_68",NA
"Roy_Edwards",NA
"roy_ritthaler",NA
"royabean","0.915365087842814"
"royalantdog",NA
"RoyalQueenKenya","0.994457883209753"
"RoyAnnette","-1.75068607125217"
"roylmurry425",NA
"royspider","-2.05374891063182"
"royyland","-2.32634787404084"
"rphcody",NA
"RPMMAS","-2.32634787404084"
"RPP_Performance",NA
"RRanzer",NA
"RRInvenTeam",NA
"RRZJVIXI","1.47579102817917"
"rsg310","1.47579102817917"
"rsskeeziks","-0.674489750196082"
"RSweeney04","-0.738846849185214"
"RT_Player7",NA
"rtcmailbox",NA
"RuairiCollins","-2.32634787404084"
"rubenmartin86",NA
"RubenNotCuban",NA
"RubeSA47","-2.05374891063182"
"rubiikitty",NA
"RubyNacks","-1.88079360815125"
"Rudieeeeeee",NA
"rudy_hayden14",NA
"rudy_weather","1.03643338949379"
"RudyMC1966","1.2815515655446"
"Rui882",NA
"RuleofTree",NA
"RumandAlmonds","-2.05374891063182"
"rumski11","-1.55477359459685"
"RunDog_","-2.32634787404084"
"RunisMedia1","0.954165253146195"
"RupalHShah",NA
"Ruperallmighty",NA
"RushtonJonni",NA
"RussiaWear",NA
"RussWKYC","0.2533471031358"
"rustybirchall","1.40507156030963"
"rustygrim","0.439913165673234"
"RustyHarwell","1.40507156030963"
"RuTangClan23",NA
"ruuuccaa",NA
"Ruweni","-1.08031934081496"
"rwdunnivan",NA
"rwhite_22","-2.32634787404084"
"RxPalindrome",NA
"Rxpalli8r","1.40507156030963"
"Ryan_Kowalski","1.03643338949379"
"ryan_m_robbins",NA
"Ryan_Saeger2","1.40507156030963"
"ryanabat1",NA
"Ryanbailey____","-1.17498679206609"
"ryancress96",NA
"ryanestes","1.55477359459685"
"ryanginanni",NA
"RyanKyleWill","-1.55477359459685"
"ryanlanciaux",NA
"RyanMil57023397",NA
"RyanneSODo","1.40507156030963"
"RyanScooters31",NA
"ryanthunter77","-2.32634787404084"
"RyanVisage",NA
"RyanWil02979819","0.994457883209753"
"ryanztweetz","-1.1263911290388"
"RybaAaron","-1.75068607125217"
"RylieGardner17","1.40507156030963"
"RynoTequila","1.75068607125217"
"ryotkld","-1.08031934081496"
"ryoung50","1.03643338949379"
"Ryshergomez_",NA
"RysSuh_x",NA
"RyzeSkinTherapy","-0.0752698620998298"
"s____ari",NA
"s_Allahverdi","1.08031934081496"
"S_roush97",NA
"s_sankara24","-0.738846849185214"
"S0AMamba",NA
"S0LEClT0",NA
"S184Connor","0.772193214188685"
"S4IDP",NA
"S8EIGHTN",NA
"saamanthamoreno",NA
"Saarrahh3",NA
"SabeyJimmy","1.47579102817917"
"sabler","-0.643345405392917"
"sabreezy_4",NA
"SabreMau",NA
"SabresStuff","1.34075503369022"
"sabrinapittser",NA
"Sabsthegoodgirl","-2.05374891063182"
"sadiaz6251",NA
"SadieLynn_2_27",NA
"SadieSadiesmile","1.22652812003661"
"SadisticRebekah",NA
"SaeedAbdullaah",NA
"safetyneal","-2.32634787404084"
"SaganSchools","1.40507156030963"
"sagsorceress",NA
"SagzMir","-1.64485362695147"
"SaharaViolet","-1.47579102817917"
"Sahiraa_69",NA
"Saidjerick",NA
"saigemunigg",NA
"saigon_lion",NA
"saintliyy","-2.05374891063182"
"SaintOverdose",NA
"sajidamdl","-2.32634787404084"
"salaskenner","-1.34075503369022"
"SalcidoAileen","0.841621233572914"
"SalemBrokerMel","1.22652812003661"
"sallyboy14",NA
"SallySko","-1.55477359459685"
"salonparis4hair",NA
"saltysquidnick",NA
"Sam__Atlas",NA
"Sam_Saidso",NA
"samantha112601",NA
"SamanthaM52",NA
"SamanthaMThomp1",NA
"SamanthaRRoper",NA
"SamanthaTelloM",NA
"samanthrax","-2.32634787404084"
"sambonehambone",NA
"SamCartwright92",NA
"Same_OL_Mike",NA
"Same_ol_Skoot","0.738846849185214"
"samerabuhayah","0.524400512708041"
"Samericksonn","1.22652812003661"
"SamiCakes88","0.358458793251194"
"SamJGPowers","-0.524400512708041"
"sammarb1","1.17498679206609"
"sammie_coffler","-2.32634787404084"
"sammiegee24","-1.1263911290388"
"SammiLeeMiyagi",NA
"sammindaniels","1.22652812003661"
"sammishortt",NA
"sammo413",NA
"sammybrockhouse",NA
"Samoneevette",NA
"samorodon",NA
"SampeDylan","1.34075503369022"
"SamRod71097",NA
"SamSaigh_",NA
"SamSeverson_",NA
"samshrieve","-0.553384719555673"
"SamuelHandley1","1.22652812003661"
"samuelsdotjones","0.150969215496777"
"samval623",NA
"samysosa454",NA
"Sanchez2Valerie",NA
"sanchezad00",NA
"sanchfabio1",NA
"sandcrapper",NA
"sandi13","0.738846849185214"
"SandiaBaseball",NA
"Sandiabeee","-1.1263911290388"
"SandraBeasley","-1.47579102817917"
"sandrajdayton","1.47579102817917"
"sandraloopy",NA
"sandraloved1","-1.34075503369022"
"sandramendezx",NA
"Sandy653Branch",NA
"SanSanizzle","-Inf"
"santi97__",NA
"santimora25","0.524400512708041"
"Santino2Timez","-2.05374891063182"
"santos1pp",NA
"santoshb_",NA
"Santymartinz21",NA
"SaquoyaRoberts1",NA
"sara_wth_no_h","-2.05374891063182"
"saradpe",NA
"SaraEllington18",NA
"SarahGracebb11","1.22652812003661"
"sarahhcrowee","1.22652812003661"
"sarahkarimian",NA
"sarahmaraaa",NA
"sarahmomof3boys",NA
"SarahReevesXX","-2.32634787404084"
"sarahvogel__","1.22652812003661"
"sarajustwants","1.22652812003661"
"Saralizzyy","-2.05374891063182"
"SaraLongtin",NA
"saraschleigh","-2.05374891063182"
"SarayaAnise","-0.201893479141851"
"sarCASStictarps",NA
"Saucelyn_",NA
"saucystirfry","1.22652812003661"
"saucyyiveth",NA
"Saul_emiliano_t","-0.201893479141851"
"SauloBaldelomar",NA
"savagejoerude","1.55477359459685"
"Savagelife_37",NA
"SavageMikey9",NA
"savanah_reece_","1.22652812003661"
"savannahboyee_",NA
"savannahhhhh06","1.55477359459685"
"SavannahOpinion",NA
"SavannahS425","-2.32634787404084"
"SaveAsia","-0.201893479141851"
"savila2015","-1.40507156030963"
"Savmarie2626",NA
"savoryexposure","-1.22652812003661"
"savvv_f",NA
"SavvySurvivor","-0.495850347347453"
"Savxge23","0.643345405392917"
"sawchuk1","0.915365087842814"
"Saxen1980Sk",NA
"saychieeef","-1.47579102817917"
"saydee1273","1.40507156030963"
"saylene_sierrah",NA
"SayvillePatch","0.439913165673234"
"sbasu777",NA
"sbendik",NA
"sblockcapo",NA
"SBMilitia","1.22652812003661"
"SBrianWilkerson","1.17498679206609"
"scagin","-2.05374891063182"
"ScandalBB","-2.32634787404084"
"scareysocial",NA
"SCarpadakis","-2.05374891063182"
"scavendish","-2.05374891063182"
"SCCNewsBeat",NA
"ScentchipsUSA","0.150969215496777"
"scenterprises","0.772193214188685"
"schafferwmar","0.706302562840088"
"schamps9399","1.40507156030963"
"SchoolOfMotion",NA
"schroeder2425","1.22652812003661"
"schu59","0.841621233572914"
"SChun215",NA
"schuttsie","-1.22652812003661"
"scollan_part2",NA
"ScorpioJalen",NA
"scott_farm_ga","0.80642124701824"
"Scott4568169363","0.643345405392917"
"scott963","1.55477359459685"
"scottcatfan2009","1.34075503369022"
"scottie_bippin",NA
"ScottLion13","-2.05374891063182"
"scottshuker","-1.47579102817917"
"scottyspont","1.55477359459685"
"ScottyThaArtist",NA
"scotwestwater",NA
"ScoutMan64",NA
"Scream_BabyAshh",NA
"screen14pics",NA
"ScrubsMagazine","1.08031934081496"
"SCRUPEUSS",NA
"SCSODepVarona",NA
"ScupperJoe","-1.64485362695147"
"sdfarquhar",NA
"SDFritz","0.994457883209753"
"SDHS_Sports",NA
"sdkstl","-0.738846849185214"
"SDPrepInsider",NA
"SE_AgClimate",NA
"Se_Rena00",NA
"Sea_Tweetz","1.22652812003661"
"SealsLax","1.03643338949379"
"SeamanKendra",NA
"Seamus_711","-2.32634787404084"
"seamusbruner",NA
"Sean_Dempsey721",NA
"sean_hankins",NA
"seanblosser2",NA
"seanbush3","-1.75068607125217"
"seancrampsie",NA
"Seandon_MDMRG",NA
"SeanHolst13",NA
"seanhuze","0.0250689082587111"
"SeanMaslin",NA
"seanmillikan","1.55477359459685"
"seanp25","-1.88079360815125"
"seanpayne8","0.994457883209753"
"seantubbs","-2.32634787404084"
"seattlefoodgeek","-2.05374891063182"
"SeattleJoy","0.841621233572914"
"SebaGH9",NA
"sebamundo1",NA
"sebas_nasty13",NA
"SeBass52","1.22652812003661"
"SebasTheDancer",NA
"secckimmo",NA
"SECelecservices",NA
"SECOPEdurango",NA
"SED30",NA
"see_u_later_l",NA
"sehlessteh",NA
"seifer111386","1.22652812003661"
"SejlaBegic_",NA
"sele_montenegro",NA
"SelectandStar","1.17498679206609"
"SELECTBBall1",NA
"SelenaMMeyers1",NA
"Selicity_is_sad","0.706302562840088"
"SelinaStoller",NA
"SellersTed","0.612812991016627"
"semiramis017",NA
"semperfi57","1.47579102817917"
"SenatorMrvan","1.03643338949379"
"senodro","-2.05374891063182"
"SenpaiShwinn",NA
"SentryJman",NA
"SequoiaEL",NA
"Serah_Crazy",NA
"seraphimswift",NA
"SerenaBronda","-1.40507156030963"
"Serene_himesama",NA
"sergeantremo",NA
"Sergibacaa",NA
"sergiiserg","-2.05374891063182"
"SergioAO17",NA
"SergioDTorres08","1.40507156030963"
"sergioisevil","1.22652812003661"
"sergioloading",NA
"SeriouslyKeely",NA
"serotonindeaf",NA
"Serthand",NA
"SesmanThomas","1.22652812003661"
"seth_khokhar","1.55477359459685"
"seth20trattles",NA
"SethBringsDeath","-0.553384719555673"
"SethFalvo",NA
"SetThisLifeto11","0.0752698620998299"
"Sev7nwrds",NA
"Seventy6erss",NA
"SewardBand",NA
"sewayland","0.125661346855074"
"SewsankarAaron",NA
"Sexiibabymom4Bo","1.03643338949379"
"SFAgentBeth",NA
"SFEdge",NA
"sffPHX",NA
"sfleetucker","-2.32634787404084"
"SFWater","-1.47579102817917"
"sguerramusic","-1.64485362695147"
"sgvconfidential",NA
"Sh3rm6",NA
"Shadbeast","-2.05374891063182"
"ShadburnWill","1.22652812003661"
"shadowb618",NA
"shadowshinobi_",NA
"shaeverge",NA
"shaffer_15","0.643345405392917"
"shahmk88","-2.05374891063182"
"shai_yaya","1.03643338949379"
"Shakell22",NA
"shanamgraves","1.22652812003661"
"shananagins_sd","-1.64485362695147"
"ShandaB_",NA
"ShaneCarrollMay","-0.0752698620998298"
"ShaneezHameed","-2.05374891063182"
"ShaneiseHughes",NA
"shanepearson","1.2815515655446"
"shania_ralston","1.22652812003661"
"Shanikky",NA
"shannon__elise",NA
"shannonkatheart","0.674489750196082"
"ShannyFrasco",NA
"SharlieMello","-1.88079360815125"
"sharondippity2",NA
"SharronSmiley",NA
"shaun0724","-2.32634787404084"
"ShaunaBarrySco3","-0.0752698620998298"
"ShaunDrJames","-1.47579102817917"
"shaunk1122",NA
"ShaunnaSoren","1.47579102817917"
"shawn4229","1.47579102817917"
"ShawnDrn",NA
"Shawnna_Nonna",NA
"ShawnPhilpotCle","-2.05374891063182"
"ShawnShoffstal1","1.22652812003661"
"shawnte33",NA
"ShawtyMean95",NA
"shayBeachem_","-1.88079360815125"
"shaym_wow","0.582841507271216"
"SheedaLove35","-0.582841507271216"
"sheehanforbes","-1.2815515655446"
